time stock-price decision_max decision number-of-stocks portfolio-value
902 196.94 1 3 107 30275.155
903 196.76 2 1 69 30255.894999999997
904 197.01 0 -3 107 30273.144999999997
905 197.07 0 1 69 30279.565000000002
906 197.22 0 0 138 30289.915
907 197.065 1 3 100 30268.525
908 197.025 2 -1 138 30264.525
909 197.06 0 -1 138 30269.355
910 196.91 1 -3 138 30248.655
911 196.88 2 -5 138 30244.515
912 196.97 0 -1 138 30256.935
913 196.91 1 -1 138 30248.655
914 197.165 0 1 100 30283.845
915 197.09 1 3 62 30276.345
916 197.35 0 5 24 30292.464999999997
917 197.42 0 5 0 30294.144999999997
918 197.73 0 0 68 30294.144999999997
919 197.7 1 3 30 30292.104999999996
920 197.85 0 5 0 30296.604999999996
921 197.71 1 3 0 30296.604999999996
922 197.89 0 1 0 30296.604999999996
923 197.92 0 5 0 30296.604999999996
924 197.98 0 0 68 30296.604999999996
925 198.07 0 0 136 30302.725
926 198.26 0 0 136 30328.564999999995
927 198.23 1 3 98 30324.484999999993
928 198.38 0 5 60 30339.184999999994
929 198.34 1 3 22 30336.784999999993
930 198.01 2 1 0 30329.524999999994
931 198.01 2 1 0 30329.524999999994
932 198.1 0 -3 38 30329.524999999994
933 197.85 1 -5 76 30320.024999999994
934 197.44 2 -5 114 30288.864999999994
935 197.08 3 0 0 30247.824999999997
936 197.18 0 -3 38 30247.824999999997
937 197.18 0 -3 76 30247.824999999997
938 197.17 1 -3 114 30247.064999999995
939 197.17 1 -1 152 30247.064999999995
940 196.55 2 -1 152 30152.825
941 196.8 0 -3 152 30190.825
942 196.68 1 -3 152 30172.585
943 196.63 2 -3 152 30164.984999999997
944 196.97 0 -1 152 30216.664999999997
945 197.02 0 5 114 30224.265
946 197.11 0 0 114 30234.525
947 197.11 0 0 114 30234.525
948 196.54 1 1 76 30169.545
949 196.52 2 -3 114 30168.025
950 196.78 0 -1 152 30197.664999999997
951 196.6 1 0 0 30170.304999999997
952 196.6 1 0 0 30170.304999999997
953 196.72 0 0 0 30170.304999999997
954 196.67 1 0 0 30170.304999999997
955 196.99 0 0 0 30170.304999999997
956 196.99 0 0 0 30170.304999999997
957 196.78 1 0 0 30170.304999999997
958 196.94 0 0 0 30170.304999999997
959 197.26 0 0 0 30170.304999999997
960 197.26 0 1 0 30170.304999999997
