time-hour time-minute stock-price avg-price-3-min avg-price-5-min 90th-percentile-volume current-volume number-of-stocks portfolio-value
15 0 190.645 190.7475 190.827 3098.900000000004 3269 0 1000202.6
15 1 190.83 190.75875000000002 190.81900000000002 3098.900000000004 2641 0 1000202.6
15 2 190.74 190.73875 190.78300000000002 3098.900000000004 1746 0 1000202.6
15 3 190.68 190.73250000000002 190.725 3098.900000000004 1840 0 1000202.6
15 4 190.81 190.76 190.741 3098.900000000004 2194 0 1000202.6
15 5 190.82 190.7825 190.776 3098.900000000004 2801 150 1000202.6
15 6 190.68 190.7475 190.746 3098.900000000004 1871 0 1000201.1
15 7 190.78 190.765 190.75400000000002 3098.900000000004 1417 0 1000201.1
15 8 190.82 190.775 190.78199999999998 3098.900000000004 7804 0 1000201.1
15 9 190.95 190.875 190.81 3290.400000000005 3486 0 1000198.1
15 10 191.09 190.9875 190.86400000000003 3290.400000000005 2324 0 1000198.1
15 11 191.01 191.015 190.93 3290.400000000005 1202 0 1000198.1
15 12 190.9 190.97500000000002 190.954 3290.400000000005 2694 150 1000198.1
15 13 191.04 190.9975 190.998 3098.900000000004 1625 150 1000247.6
15 14 191.33 191.15 191.074 3159.2000000000025 3147 300 1000244.6
15 15 191.3 191.2425 191.11599999999999 3159.2000000000025 2724 450 1000246.1
15 16 191.31 191.3125 191.17600000000002 3290.400000000005 3813 600 1000291.1
15 17 191.33 191.3175 191.262 3483.3 4208 750 1000235.6
15 18 191.26 191.29 191.30600000000004 3483.3 2996 750 1000265.6
15 19 191.42 191.35750000000002 191.324 3501.7000000000035 4100 900 1000438.1
15 20 191.59 191.46499999999997 191.382 3644.0 3738 1050 1000436.6
15 21 191.59 191.5475 191.43800000000002 3644.0 2192 1050 1000520.6
15 22 191.7 191.64499999999998 191.51200000000003 3644.0 1614 1050 1000384.1
15 23 191.575 191.60999999999999 191.57500000000002 3644.0 1101 1050 1000457.6
15 24 191.61 191.62375 191.613 3644.0 1695 1200 1000351.1
15 25 191.5 191.54625 191.59500000000003 3644.0 1884 1200 1000351.1
15 26 191.53 191.54250000000002 191.58300000000003 3644.0 1828 1200 1000483.1
15 28 191.63 191.5725 191.56900000000002 3644.0 1500 0 1000699.1
15 29 191.8 191.69 191.61400000000003 3644.0 2841 150 1000697.6
15 30 191.82 191.76749999999998 191.65600000000003 3644.0 1888 150 1000681.1
15 31 191.69 191.75 191.69400000000002 3644.0 2430 300 1000696.1
15 32 191.77 191.7625 191.74200000000002 3644.0 3204 300 1000669.1
15 33 191.71 191.72000000000003 191.75800000000004 3644.0 3448 300 1000675.1
15 34 191.74 191.74 191.74600000000004 3644.0 2189 0 1000660.1
15 35 191.77 191.7475 191.73600000000005 3644.0 3210 0 1000660.1
15 36 191.65 191.7025 191.72800000000004 3644.0 1503 0 1000660.1
15 37 191.62 191.66500000000002 191.69800000000004 3644.0 1270 0 1000660.1
15 38 191.68 191.6575 191.69200000000004 3644.0 1215 0 1000660.1
15 39 191.71 191.73250000000002 191.69800000000004 3644.0 1104 0 1000660.1
15 40 191.71 191.79000000000002 191.73000000000002 3644.0 1017 0 1000660.1
15 41 191.81 191.79000000000002 191.73000000000002 3644.0 1017 0 1000660.1
15 42 191.84 191.8 191.774 3644.0 2235 0 1000660.1
15 43 191.77 191.7975 191.79200000000003 3644.0 1606 0 1000660.1
15 44 191.85 191.8275 191.79600000000002 3644.0 3212 0 1000660.1
15 45 191.79 191.8 191.812 3644.0 2649 0 1000660.1
15 46 191.81 191.815 191.812 3644.0 1153 0 1000660.1
15 47 191.7 191.7225 191.76600000000002 3644.0 1602 0 1000660.1
15 48 191.7 191.7225 191.76600000000002 3644.0 1602 0 1000660.1
15 49 191.81 191.75 191.758 3644.0 2007 0 1000660.1
15 50 192 191.8775 191.8 3644.0 2201 0 1000660.1
15 51 192.12 192.0125 191.86200000000002 3661.500000000002 5682 300 1000649.6
15 52 192.31 192.185 191.988 3661.500000000002 2689 300 1000685.6
15 53 192.3 192.2575 192.10800000000003 3742.4000000000015 4143 450 1000694.6
15 54 192.43 192.3675 192.23200000000003 3742.4000000000015 1425 450 1000802.6
15 55 192.56 192.4625 192.34400000000002 3742.4000000000015 2233 450 1000820.6
15 56 192.65 192.5725 192.496 3742.4000000000015 1672 450 1000748.6
15 57 192.54 192.5725 192.496 3742.4000000000015 1672 450 1000784.6
15 58 192.54 192.5675 192.544 3742.4000000000015 2595 600 1000747.1
15 59 192.51 192.52499999999998 192.56000000000003 3742.4000000000015 2812 600 1000753.1
16 0 192.53 192.52749999999997 192.55400000000003 3742.4000000000015 1948 600 1000783.1
16 1 192.58 192.55 192.54000000000002 3742.4000000000015 1824 0 1000723.1
16 2 192.405 192.48000000000002 192.51100000000002 3742.4000000000015 2536 0 1000723.1
16 3 192.4 192.43375 192.48900000000003 3742.4000000000015 2300 0 1000723.1
16 4 192.4 192.43375 192.48900000000003 3742.4000000000015 2300 0 1000723.1
16 5 192.345 192.37375 192.452 3742.4000000000015 1115 0 1000723.1
16 6 192.33 192.35125 192.40200000000002 3742.4000000000015 975 0 1000723.1
16 7 192.41 192.38125000000002 192.372 3742.4000000000015 1269 150 1000721.6
16 8 192.4 192.39625 192.372 3742.4000000000015 1220 0 1000706.6
16 9 192.27 192.3375 192.35700000000003 3742.4000000000015 3100 0 1000706.6
16 10 192.06 192.1975 192.30300000000003 3742.4000000000015 2693 0 1000706.6
16 11 191.82 191.9925 192.19200000000004 3742.4000000000015 1770 0 1000706.6
16 12 191.65 191.79500000000002 192.04000000000002 3785.1000000000004 4351 0 1000706.6
16 13 191.65 191.6925 191.89000000000004 3785.1000000000004 1571 0 1000706.6
16 14 191.57 191.61 191.75000000000003 3785.1000000000004 1224 0 1000706.6
16 15 191.57 191.61 191.75000000000003 3785.1000000000004 1224 0 1000706.6
16 16 191.5 191.515 191.57200000000003 3814.6000000000004 4243 0 1000706.6
16 17 191.56 191.5275 191.55400000000003 3814.6000000000004 2998 0 1000706.6
16 18 191.56 191.5275 191.55400000000003 3814.6000000000004 2998 0 1000706.6
16 19 191.84 191.745 191.62600000000003 3831.7000000000044 988 0 1000706.6
16 20 191.84 191.8 191.69 3831.7000000000044 1700 150 1000706.6
16 21 191.88 191.8525 191.76600000000002 3831.7000000000044 2165 300 1000711.1
16 22 191.91 191.8775 191.836 3814.6000000000004 1679 300 1000738.1
16 23 192.07 191.9825 191.902 3846.100000000004 4413 450 1000796.6
16 24 192.08 192.03500000000003 191.95 3846.100000000004 1624 450 1000783.1
16 25 192.16 192.1175 192.01999999999998 4008.1000000000017 1034 450 1000801.1
16 26 192.24 192.18 192.092 3814.6000000000004 1110 450 1000814.6
16 27 192.16 192.18 192.14200000000005 3814.6000000000004 1473 600 1000798.1
16 28 192.15 192.175 192.15800000000002 3814.6000000000004 2411 600 1000786.1
16 29 192.07 192.1125 192.156 3814.6000000000004 1400 600 1000804.1
16 30 192.185 192.1475 192.16100000000003 3831.7000000000044 893 0 1000744.1
16 31 192.075 192.10125 192.12800000000001 3831.7000000000044 1926 0 1000744.1
16 32 192.43 192.28 192.18200000000002 3831.7000000000044 1825 150 1000742.6
16 33 192.34 192.29625 192.22000000000003 3831.7000000000044 404 150 1000756.1
16 34 192.48 192.4325 192.30200000000002 3814.6000000000004 1861 300 1000747.1
16 35 192.4 192.405 192.34500000000003 3831.7000000000044 1553 450 1000724.6
16 36 192.35 192.39499999999998 192.4 3814.6000000000004 572 450 1000751.6
16 37 192.4 192.3875 192.394 3831.7000000000044 500 450 1000787.6
16 38 192.46 192.41750000000002 192.418 3831.7000000000044 526 450 1000810.1
16 39 192.52 192.47500000000002 192.42600000000004 3814.6000000000004 620 600 1000846.1
16 40 192.67 192.57999999999998 192.48000000000002 3814.6000000000004 600 750 1000810.1
16 41 192.54 192.5675 192.51800000000003 3814.6000000000004 857 900 1000784.6
16 42 192.49 192.5475 192.536 3814.6000000000004 900 900 1000838.6
16 43 192.56 192.5375 192.55600000000004 3814.6000000000004 415 900 1000793.6
16 44 192.5 192.5125 192.55200000000002 3814.6000000000004 350 0 1000649.6
16 45 192.37 192.45 192.49200000000002 3831.7000000000044 1803 0 1000649.6
16 46 192.43 192.4325 192.47000000000003 3814.6000000000004 945 0 1000649.6
16 47 192.46 192.43 192.464 3814.6000000000004 702 0 1000649.6
16 48 192.36 192.4025 192.424 3814.6000000000004 900 0 1000648.1
16 49 192.45 192.43 192.41400000000004 3814.6000000000004 1240 0 1000648.1
16 50 192.36 192.3825 192.41200000000003 3814.6000000000004 1532 0 1000648.1
16 51 192.49 192.4475 192.42400000000004 3831.7000000000044 1310 0 1000648.1
16 52 192.56 192.4925 192.44400000000002 3814.6000000000004 1818 0 1000645.82
16 53 192.31 192.41750000000002 192.43400000000003 3831.7000000000044 1189 0 1000645.82
16 54 192.32 192.3775 192.40800000000002 3814.6000000000004 1043 0 1000645.82
16 55 192.28 192.2975 192.392 3831.7000000000044 885 0 1000645.82
16 56 192.29 192.29500000000002 192.352 3831.7000000000044 401 0 1000645.82
16 58 192.4 192.3425 192.32 3814.6000000000004 1118 112 1000634.56
16 59 192.32 192.33249999999998 192.322 3831.7000000000044 947 0 1000633.8
17 0 192.26 192.31 192.31 3814.6000000000004 2101 150 1000626.3
17 1 192.26 192.27499999999998 192.30599999999998 3831.7000000000044 600 150 1000627.8
17 2 192.27 192.265 192.30200000000002 3831.7000000000044 859 150 1000627.8
17 3 192.28 192.27249999999998 192.27800000000002 3831.7000000000044 609 0 1000621.8
17 4 192.25 192.2625 192.264 3831.7000000000044 400 0 1000621.8
17 5 192.27 192.26749999999998 192.26600000000002 3831.7000000000044 751 0 1000620.3
17 6 192.24 192.25 192.26200000000003 3831.7000000000044 559 0 1000620.3
17 7 192.27 192.2625 192.26200000000003 3831.7000000000044 1262 150 1000618.8
17 8 192.3 192.2775 192.26600000000005 3814.6000000000004 393 0 1000614.3
17 9 192.235 192.26000000000002 192.26300000000003 3814.6000000000004 401 0 1000614.3
17 10 192.28 192.27375 192.26500000000004 3814.6000000000004 501 150 1000612.8
17 11 192.34 192.29874999999998 192.28500000000003 3814.6000000000004 1030 150 1000618.8
17 12 192.27 192.29000000000002 192.28500000000003 3814.6000000000004 378 150 1000620.3
17 13 192.34 192.3225 192.293 3814.6000000000004 423 0 1000609.8
17 14 192.32 192.3125 192.31 3814.6000000000004 700 150 1000609.8
17 15 192.235 192.2825 192.30100000000002 3814.6000000000004 813 150 1000594.8
17 16 192.17 192.22375 192.26700000000002 3831.7000000000044 747 0 1000591.8
17 17 192.18 192.17000000000002 192.211 3814.6000000000004 902 0 1000591.8
17 18 192.18 192.17000000000002 192.211 3831.7000000000044 902 0 1000591.8
17 19 192.19 192.1775 192.185 3831.7000000000044 402 0 1000591.8
17 20 192.16 192.1725 192.17000000000002 3814.6000000000004 401 0 1000591.8
17 21 192.16 192.16500000000002 192.17400000000004 3831.7000000000044 760 0 1000591.8
17 22 192.16 192.16500000000002 192.17400000000004 3814.6000000000004 760 0 1000591.8
17 23 192.16 192.16500000000002 192.17000000000002 3814.6000000000004 700 0 1000591.8
17 24 192.07 192.115 192.14600000000002 3831.7000000000044 1073 0 1000591.8
17 25 192.32 192.2175 192.178 3814.6000000000004 402 0 1000591.8
17 26 192.41 192.3025 192.22400000000002 3814.6000000000004 662 0 1000591.8
17 27 192.43 192.3975 192.27800000000002 3831.7000000000044 767 150 1000590.3
17 28 192.46 192.47000000000003 192.43 3814.6000000000004 405 150 1000573.8
17 29 192.43 192.4625 192.452 3831.7000000000044 443 150 1000573.8
17 30 192.39 192.4175 192.44800000000004 3814.6000000000004 214 0 1000572.3
17 31 192.39 192.4175 192.44800000000004 3814.6000000000004 214 0 1000572.3
17 32 192.415 192.40499999999997 192.41900000000004 3831.7000000000044 474 0 1000572.3
17 33 192.39 192.39875 192.40500000000003 3831.7000000000044 400 0 1000570.8
17 34 192.39 192.39875 192.40500000000003 3814.6000000000004 400 0 1000567.8
17 35 192.52 192.47250000000003 192.437 3814.6000000000004 700 150 1000815.3
17 36 192.52 192.485 192.437 3831.7000000000044 700 150 1000561.8
17 37 192.44 192.47 192.458 3814.6000000000004 200 150 1000569.3
17 38 192.47 192.46499999999997 192.47400000000002 3831.7000000000044 169 150 1000560.3
17 39 192.45 192.46499999999997 192.47400000000002 3814.6000000000004 169 150 1000557.3
17 40 192.425 192.4425 192.45300000000003 3814.6000000000004 1425 0 1000564.8
17 41 192.425 192.4425 192.45300000000003 3831.7000000000044 1425 0 1000564.8
17 42 192.445 192.44875 192.45400000000004 3814.6000000000004 766 0 1000564.8
17 43 192.425 192.44375 192.44500000000002 3814.6000000000004 600 0 1000563.3
17 44 192.4 192.41750000000002 192.435 3831.7000000000044 620 0 1000563.3
17 45 192.34 192.37625000000003 192.41800000000006 3831.7000000000044 677 0 1000563.3
17 46 192.27 192.32 192.37600000000003 3814.6000000000004 301 0 1000563.3
17 47 192.23 192.26749999999998 192.333 3814.6000000000004 810 0 1000563.3
17 48 192.23 192.24 192.294 3831.7000000000044 480 0 1000563.3
17 49 192.29 192.26 192.27200000000002 3814.6000000000004 1100 0 1000561.8
17 50 192.35 192.305 192.274 3831.7000000000044 514 0 1000561.8
17 51 192.42 192.37 192.304 3831.7000000000044 3718 150 1000563.3
17 52 192.4 192.39249999999998 192.33800000000002 3831.7000000000044 839 150 1000560.3
17 53 192.425 192.41750000000002 192.377 3831.7000000000044 1037 150 1000575.3
17 54 192.465 192.43875000000003 192.412 3814.6000000000004 735 150 1000573.8
17 55 192.48 192.46249999999998 192.43800000000002 3814.6000000000004 682 150 1000570.8
17 56 192.47 192.47125 192.448 3831.7000000000044 1074 300 1000572.3
17 57 192.48 192.4775 192.46400000000003 3831.7000000000044 600 300 1000605.3
17 58 192.59 192.5325 192.497 3831.7000000000044 965 450 1000602.3
17 59 192.54 192.5375 192.51200000000003 3814.6000000000004 700 450 1000557.3
18 0 192.51 192.5375 192.51800000000003 3814.6000000000004 454 450 1000530.3
18 1 192.41 192.46749999999997 192.50600000000003 3814.6000000000004 606 450 1000539.3
18 2 192.41 192.435 192.49200000000002 3831.7000000000044 577 0 1000548.3
18 3 192.47 192.44 192.468 3831.7000000000044 495 0 1000548.3
18 4 192.46 192.45 192.452 3831.7000000000044 614 0 1000548.3
18 5 192.47 192.4675 192.444 3831.7000000000044 300 0 1000548.3
18 6 192.39 192.4275 192.44 3831.7000000000044 955 0 1000548.3
18 7 192.47 192.45 192.452 3831.7000000000044 460 0 1000548.3
18 8 192.49 192.46 192.45600000000002 3831.7000000000044 516 0 1000548.3
18 9 192.55 192.51500000000001 192.474 3814.6000000000004 520 150 1000545.3
18 10 192.53 192.525 192.48600000000002 3814.6000000000004 135 150 1000545.3
18 11 192.52 192.53000000000003 192.512 3814.6000000000004 218 150 1000546.8
18 12 192.52 192.5225 192.52200000000005 3831.7000000000044 843 150 1000545.3
18 13 192.52 192.52 192.52800000000002 3831.7000000000044 261 150 1000554.3
18 14 192.585 192.5525 192.53500000000003 3814.6000000000004 518 150 1000555.8
18 15 192.61 192.58125 192.55100000000004 3831.7000000000044 401 300 1000555.8
18 16 192.6 192.59875 192.56700000000004 3831.7000000000044 100 300 1000570.8
18 17 192.63 192.6175 192.58900000000003 3814.6000000000004 593 300 1000561.8
18 18 192.64 192.6275 192.61300000000003 3831.7000000000044 359 450 1000539.3
18 20 192.56 192.5975 192.608 3814.6000000000004 680 0 1000545.37
18 21 192.56 192.57999999999998 192.598 3831.7000000000044 113 0 1000545.37
18 22 192.54 192.55 192.586 3831.7000000000044 419 0 1000545.37
18 23 192.7 192.625 192.6 3814.6000000000004 1110 0 1000543.87
18 24 192.61 192.615 192.594 3831.7000000000044 708 0 1000543.87
18 25 192.76 192.70749999999998 192.634 3831.7000000000044 939 150 1000540.87
18 26 192.84 192.7625 192.69000000000003 3814.6000000000004 1516 300 1000534.87
18 27 192.81 192.805 192.74400000000003 3814.6000000000004 1234 450 1000528.87
18 28 192.73 192.77749999999997 192.75000000000003 3814.6000000000004 500 450 1000519.87
18 29 192.78 192.77499999999998 192.78400000000002 3814.6000000000004 788 450 1000515.37
18 30 192.72 192.7375 192.77600000000004 3814.6000000000004 509 450 1000515.37
18 31 192.75 192.75 192.75800000000004 3831.7000000000044 277 0 1000519.87
18 32 192.75 192.7425 192.74600000000004 3814.6000000000004 567 0 1000519.87
18 33 192.78 192.765 192.75600000000003 3814.6000000000004 752 150 1000518.37
18 34 192.83 192.7975 192.76600000000002 3831.7000000000044 1847 300 1000528.87
18 35 192.82 192.8125 192.786 3814.6000000000004 884 300 1000528.87
18 36 192.835 192.82999999999998 192.80300000000003 3814.6000000000004 701 300 1000540.87
18 37 192.87 192.84875 192.82700000000003 3785.1000000000004 913 450 1000543.87
18 38 192.905 192.87875000000003 192.85200000000003 3785.1000000000004 1162 450 1000516.87
18 39 192.91 192.89875 192.868 3785.1000000000004 612 450 1000521.37
18 40 192.93 192.91 192.89700000000002 3749.6000000000013 1000 450 1000503.37
18 41 192.8 192.91 192.88300000000004 3749.6000000000013 1120 750 1000468.87
18 42 192.8 192.8325 192.86200000000002 3749.6000000000013 506 0 1000468.87
18 43 192.8 192.8325 192.86200000000002 3749.6000000000013 506 0 1000468.87
18 44 192.81 192.805 192.84200000000004 3749.6000000000013 443 0 1000468.87
18 45 192.76 192.7825 192.788 3749.6000000000013 500 0 1000465.87
18 46 192.77 192.7775 192.768 3749.6000000000013 591 0 1000465.87
18 47 192.7 192.7325 192.768 3749.6000000000013 591 0 1000465.87
18 48 192.74 192.7475 192.756 3738.8 406 0 1000465.87
18 49 192.78 192.7775 192.76000000000002 3738.8 256 0 1000465.87
18 50 192.8 192.78 192.76600000000002 3738.8 255 0 1000465.87
18 51 192.81 192.8 192.78800000000004 3738.8 210 0 1000465.87
18 52 192.81 192.8 192.78800000000004 3738.8 210 0 1000465.87
18 53 192.83 192.8175 192.79200000000003 3720.0 626 150 1000464.37
18 54 192.79 192.79250000000002 192.798 3720.0 200 150 1000470.37
18 55 192.86 192.8175 192.81 3509.2000000000053 250 0 1000471.87
18 56 192.84 192.83249999999998 192.816 3509.2000000000053 1491 150 1000470.37
18 57 192.84 192.83249999999998 192.816 3509.2000000000053 1491 300 1000464.37
18 58 192.78 192.81 192.82200000000003 3483.3 500 300 1000452.37
18 59 192.745 192.7775 192.81300000000005 3483.3 577 0 1000410.37
19 0 192.745 192.7775 192.81300000000005 3483.3 577 0 1000410.37
19 1 192.59 192.67624999999998 192.75900000000001 3483.3 974 0 1000410.37
19 2 192.62 192.6125 192.67100000000002 3483.3 235 0 1000410.37
19 3 192.62 192.6125 192.67100000000002 3483.3 235 0 1000410.37
19 4 192.75 192.71 192.66000000000003 3451.500000000001 616 0 1000410.37
19 5 192.77 192.7525 192.69600000000003 3451.500000000001 900 0 1000410.37
19 6 192.77 192.7525 192.69600000000003 3451.500000000001 900 0 1000410.37
19 7 192.81 192.7825 192.75800000000004 3451.500000000001 974 150 1000408.87
19 8 192.89 192.83249999999998 192.79200000000003 3451.500000000001 2809 300 1000414.87
19 9 192.89 192.83249999999998 192.79200000000003 3451.500000000001 2809 450 1000408.87
19 10 192.89 192.89 192.84400000000002 3451.500000000001 1268 450 1000422.37
19 11 192.89 192.89 192.87400000000002 3451.500000000001 1260 450 1000417.87
19 12 192.89 192.89 192.87400000000002 3451.500000000001 1260 450 1000435.87
19 13 192.89 192.89 192.89000000000001 3451.500000000001 3155 600 1000426.87
19 14 192.885 192.89 192.89100000000002 3299.5000000000036 1710 600 1000390.87
19 15 192.84 192.86624999999998 192.88100000000003 3299.5000000000036 526 0 1000432.87
19 16 192.92 192.89125 192.88700000000003 3299.5000000000036 1247 0 1000432.87
19 17 192.97 192.925 192.90300000000002 3299.5000000000036 1335 150 1000432.87
19 18 192.97 192.925 192.90300000000002 3299.5000000000036 1335 300 1000435.87
19 19 192.98 192.975 192.936 3270.4000000000005 1643 300 1000417.87
19 20 192.94 192.95749999999998 192.956 3270.4000000000005 584 300 1000393.87
19 21 192.85 192.90499999999997 192.942 3217.700000000001 1255 300 1000369.87
19 22 192.76 192.8275 192.89999999999998 3210.2000000000003 2071 0 1000363.87
19 23 192.76 192.7825 192.85799999999998 3210.2000000000003 800 0 1000363.87
19 24 192.75 192.755 192.812 3204.6000000000004 800 0 1000363.87
19 25 192.71 192.755 192.76600000000002 3159.900000000001 1200 0 1000363.87
19 26 192.66 192.695 192.728 3147.8 1508 0 1000363.87
19 27 192.68 192.6825 192.71200000000002 3104.700000000001 879 0 1000363.87
19 28 192.73 192.7 192.70600000000002 3104.700000000001 682 0 1000363.87
19 29 192.77 192.7375 192.71 2996.2 1235 0 1000360.87
19 30 192.78 192.765 192.72400000000002 2959.100000000001 313 0 1000360.87
19 31 192.78 192.7775 192.74800000000002 2911.800000000001 700 0 1000360.87
19 32 192.84 192.81 192.78000000000003 2847.6000000000017 1445 150 1000359.37
19 33 192.84 192.825 192.80200000000005 2833.8 700 150 1000365.37
19 34 192.85 192.845 192.818 2833.8 627 150 1000372.87
19 35 192.92 192.8825 192.846 2833.8 1387 300 1000375.87
19 36 192.94 192.9125 192.87800000000001 2814.1000000000004 1100 450 1000354.87
19 37 192.89 192.91 192.888 2809.3 1079 450 1000345.87
19 39 192.86 192.8875 192.892 2801.8 666 450 1000345.87
19 40 192.89 192.8825 192.9 2731.7000000000016 591 450 1000345.87
19 41 192.87 192.8725 192.89000000000001 2709.6000000000004 700 0 1000332.37
19 42 192.85 192.865 192.872 2709.6000000000004 1500 81 1000331.68
19 43 192.86 192.86 192.866 2709.6000000000004 500 0 1000329.25
19 44 192.83 192.84250000000003 192.86 2709.6000000000004 713 0 1000329.25
19 45 192.87 192.85750000000002 192.85600000000002 2709.6000000000004 796 0 1000326.25
19 46 192.82 192.835 192.846 2709.6000000000004 634 0 1000326.25
19 47 192.84 192.8425 192.84400000000002 2709.6000000000004 200 0 1000326.25
19 48 192.84 192.83499999999998 192.84000000000003 2709.6000000000004 1105 0 1000326.25
19 49 192.84 192.82999999999998 192.84200000000004 2709.6000000000004 622 0 1000326.25
19 50 192.89 192.85999999999999 192.846 2709.6000000000004 2287 150 1000324.75
19 51 192.89 192.85999999999999 192.846 2709.6000000000004 2287 300 1000315.75
19 52 192.84 192.8475 192.84600000000003 2709.6000000000004 880 300 1000336.75
19 53 192.92 192.89249999999998 192.86200000000002 2709.6000000000004 1157 300 1000342.75
19 54 192.92 192.89999999999998 192.87800000000001 2709.6000000000004 1450 450 1000344.25
19 55 192.96 192.94 192.90600000000003 2709.6000000000004 452 450 1000344.25
19 56 192.96 192.95 192.92000000000004 2695.4 820 450 1000357.75
19 57 192.92 192.94 192.93600000000004 2693.1000000000004 923 600 1000356.25
19 58 192.97 192.95499999999998 192.95600000000002 2693.1000000000004 795 750 1000354.75
19 59 192.97 192.95749999999998 192.96 2693.1000000000004 362 750 1000332.25
20 0 192.98 192.975 192.96 2693.1000000000004 362 750 1000429.75
20 1 192.99 192.98250000000002 192.966 2689.4 580 900 1000489.75
20 2 193.16 193.0725 193.014 2689.4 1727 1050 1000461.25
20 3 193.15 193.1125 193.05 2689.4 1188 1200 1000449.25
20 4 193.08 193.1175 193.07200000000003 2689.4 1929 1350 1000530.25
20 5 193.21 193.16250000000002 193.11800000000002 2693.1000000000004 3424 1500 1000594.75
20 6 193.24 193.1925 193.184 2689.4 753 1500 1000564.75
20 7 193.19 193.215 193.192 2689.4 1054 1500 1000489.75
20 8 193.19 193.215 193.192 2689.4 1054 1500 1000474.75
20 9 193.13 193.1725 193.20200000000003 2653.000000000001 1780 1500 1000489.75
20 10 193.15 193.14999999999998 193.174 2600.400000000001 433 0 1000429.75
20 11 193.16 193.14999999999998 193.17000000000002 2600.400000000001 610 0 1000429.75
20 12 193.22 193.1875 193.17000000000002 2600.400000000001 610 0 1000429.75
20 13 193.22 193.20499999999998 193.17600000000002 2541.9000000000015 310 0 1000429.75
20 14 193.18 193.2 193.186 2541.9000000000015 796 150 1000428.25
20 15 193.24 193.22 193.204 2507.2000000000007 1231 300 1000452.25
20 16 193.26 193.235 193.224 2507.2000000000007 2924 450 1000461.25
20 17 193.43 193.34 193.266 2437.4000000000015 2306 600 1000488.25
20 18 193.52 193.4325 193.32600000000002 2432.4000000000005 2454 750 1000455.25
20 19 193.47 193.505 193.44800000000004 2412.9000000000005 4974 900 1000416.25
20 20 193.47 193.505 193.44800000000004 2412.9000000000005 4974 1050 1000371.25
20 21 193.42 193.46749999999997 193.48000000000002 2339.000000000002 2300 1050 1000381.75
20 22 193.39 193.39749999999998 193.472 2412.9000000000005 2611 1050 1000371.25
20 23 193.39 193.39 193.41199999999998 2412.9000000000005 2160 0 1000318.75
20 24 193.39 193.39 193.41199999999998 2412.9000000000005 2160 0 1000318.75
20 25 193.525 193.4725 193.429 2432.4000000000005 4035 0 1000318.75
20 26 193.48 193.48375 193.447 2432.4000000000005 1545 0 1000318.75
20 27 193.48 193.49124999999998 193.465 2432.4000000000005 1377 0 1000318.75
20 28 193.505 193.4925 193.488 2412.9000000000005 200 0 1000318.75
20 29 193.475 193.4925 193.488 2412.9000000000005 200 0 1000318.75
20 30 193.475 193.48375 193.493 2412.9000000000005 1560 150 1000316.4
20 31 193.39 193.44 193.46599999999998 2339.000000000002 1897 0 1000304.4
20 32 193.33 193.38125000000002 193.43599999999998 2308.500000000001 1601 0 1000304.4
